drug_query,nct_id,brief_title,overall_status,start_date,completion_date,phase,study_type,enrollment,conditions,lead_sponsor
liraglutide,NCT03038620,Impact of Liraglutide 3.0 on Body Fat Distribution,COMPLETED,,2020-10-13,PHASE4,INTERVENTIONAL,235,"Obesity, Visceral; Cardiovascular Diseases; Fat Disorder",University of Texas Southwestern Medical Center
liraglutide,NCT03426085,The Effects of Liraglutide on Sudomotor Function and Inflammation in Type 2 Diabetes,UNKNOWN,,,PHASE2,INTERVENTIONAL,44,Autonomic Nervous System Diseases; Sweat Gland Diseases; Diabetic Neuropathy With Neurologic Complication,Eastern Virginia Medical School
liraglutide,NCT02001363,Efficacy Study of Glucagonlike Peptide-1 to Treat Reperfusion Injury,UNKNOWN,,,NA,INTERVENTIONAL,90,Acute Myocardial Infarction,"Chen Wei Ren, MD"
liraglutide,NCT06408532,The Efficacy and Safety of Insulin Degludec/Liraglutide Combination (IDegLira) in Patients With Type 2 Diabetes,NOT_YET_RECRUITING,2024-04-30,2025-02-28,PHASE4,INTERVENTIONAL,256,"Diabetes Mellitus, Type 2",Peking University People's Hospital
liraglutide,NCT01610934,The Effects of GLP-1 in Maturity-Onset Diabetes of The Young (MODY),COMPLETED,,,"PHASE2, PHASE3",INTERVENTIONAL,15,Maturity-onset Diabetes of the Young,"University Hospital, Gentofte, Copenhagen"
liraglutide,NCT01664676,Effects of Liraglutide on Kidney Function in Type 2 Diabetic Patients,COMPLETED,,,PHASE4,INTERVENTIONAL,11,Type 2 Diabetes Mellitus,University of Aarhus
liraglutide,NCT02476760,Incretin-based Drugs and Acute Pancreatitis,COMPLETED,,,,OBSERVATIONAL,1417914,"Diabetes Mellitus, Type 2","Canadian Network for Observational Drug Effect Studies, CNODES"
liraglutide,NCT03737240,IDegLira HIGH Trial,COMPLETED,2019-01-15,2022-07-08,PHASE3,INTERVENTIONAL,145,Diabetes Mellitus,Emory University
liraglutide,NCT01403025,Evaluating the Safety and Effectiveness of Liraglutide in Subjects With Type 2 Diabetes,COMPLETED,2011-07-19,2015-12-28,,OBSERVATIONAL,4121,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT03292185,A Trial to Investigate the Single Dose Pharmacokinetics of Insulin Degludec/Liraglutide Compared With Insulin Degludec and Liraglutide in Healthy Chinese Subjects,COMPLETED,2017-09-29,2018-01-02,PHASE1,INTERVENTIONAL,24,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01288326,Observational Study on Effectiveness and Safety of Liraglutide in Subjects With Type 2 Diabetes,COMPLETED,,,,OBSERVATIONAL,254,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02501850,The Effect of the GLP-1 Receptor Agonists on Blood Levels of Lipoprotein (a),UNKNOWN,,,PHASE4,INTERVENTIONAL,40,Diabetes Mellitus Type 2,Hospital Universitari Vall d'Hebron Research Institute
liraglutide,NCT02187250,PDE-4 Inhibitor Roflumilast and GLP-1 Agonist Liraglutide in Polycystic Ovary Syndrome,COMPLETED,,,PHASE4,INTERVENTIONAL,45,PCOS; Obesity,University Medical Centre Ljubljana
liraglutide,NCT01767389,Glucagon-like Peptide (GLP) Utilization and Safety,COMPLETED,,,,OBSERVATIONAL,1,"Diabetes Mellitus, Type 2",GlaxoSmithKline
liraglutide,NCT05598008,Effects of Glucagon-like-Peptide-1 Analogues on Sexuality,COMPLETED,2022-11-25,2025-10-24,,OBSERVATIONAL,85,Sexual Desire,"University Hospital, Basel, Switzerland"
liraglutide,NCT01638260,GLP-1 and Non-exercise Activity Thermogenesis in RHZ,TERMINATED,,,PHASE4,INTERVENTIONAL,22,Type 2 Diabetes Mellitus,Maastricht University Medical Center
liraglutide,NCT05545800,Efficacy and Safety Of Different Regimens In Patients With Type 2 Diabetes Receiving Intensive Insulin Therapy,UNKNOWN,2022-09-01,2024-06-01,PHASE3,INTERVENTIONAL,78,Type 2 Diabetes Mellitus,Xiangya Hospital of Central South University
liraglutide,NCT02686177,Effect of GLP-1 on Angiogenesis,COMPLETED,2016-05-18,2021-05-28,PHASE4,INTERVENTIONAL,50,Type 2 Diabetes,Assistance Publique - Hôpitaux de Paris
liraglutide,NCT03823339,"A Research Study, Looking at How Xultophy® Works in People With Type 2 Diabetes in Local Clinical Practice in United Arab Emirates",COMPLETED,2019-01-29,2020-12-14,,OBSERVATIONAL,300,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01469351,Identifying Potential Effects of Liraglutide on Degenerative Changes,COMPLETED,,,NA,INTERVENTIONAL,34,Alzheimers Disease,University of Aarhus
liraglutide,NCT01505673,Adding Liraglutide to High Dose Insulin: Breaking the Cycle,COMPLETED,,,PHASE4,INTERVENTIONAL,71,Type 2 Diabetes Mellitus; Obesity,Ildiko Lingvay
liraglutide,NCT01226966,Observational Study on Efficacy and Safety of Liraglutide in Subjects With Type 2 Diabetes,COMPLETED,,,,OBSERVATIONAL,3152,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02931383,Ultrasound of the Knee in Obese Patients With Knee Osteoarthritis; Weight Maintenance,COMPLETED,,,PHASE4,INTERVENTIONAL,150,Osteoarthritis; Obesity,Henrik Gudbergsen
liraglutide,NCT01917656,Efficacy and Safety of Liraglutide Versus Sulphonylurea Both in Combination With Metformin During Ramadan in Subjects With Type 2 Diabetes,COMPLETED,2014-01-09,2014-09-04,PHASE4,INTERVENTIONAL,343,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01821846,Investigating the Safety Profile of Liraglutide Under Normal Conditions of Use in Korean Subjects With Type 2 Diabetes Mellitus,COMPLETED,2013-11-20,2017-03-08,,OBSERVATIONAL,64,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01789086,"A Randomised, Double-blind, Placebo-controlled Trial to Assess Safety, Tolerability and Pharmacokinetics of Liraglutide in Obese Adolescent Subjects Aged 12 to 17 Years",COMPLETED,,,PHASE1,INTERVENTIONAL,21,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT02043054,Effects of Liraglutide in Young Adults With Type 2 DIAbetes (LYDIA),COMPLETED,2013-12-16,2017-09-29,PHASE3,INTERVENTIONAL,90,Type 2 Diabetes Mellitus; Cardiovascular Disease,University of Leicester
liraglutide,NCT02963935,Effect and Safety of Liraglutide 3.0 mg as an Adjunct to Intensive Behaviour Therapy for Obesity in a Non-specialist Setting,COMPLETED,2017-02-06,2018-06-19,PHASE3,INTERVENTIONAL,282,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT05794581,A Study to Assess the Effects of CT-868 Treatment on Glucose Homeostasis in Participants with Type 1 Diabetes,COMPLETED,2023-03-21,2024-04-06,PHASE1,INTERVENTIONAL,32,Type 1 Diabetes,"Carmot Therapeutics, Inc."
liraglutide,NCT01550653,Liraglutide Effects on Memory in Healthy Subjects,COMPLETED,,,PHASE1,INTERVENTIONAL,40,Healthy,University of Luebeck
liraglutide,NCT01509755,Comparison of Liraglutide and Glimepiride on Blood Sugar Control in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE2,INTERVENTIONAL,196,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT05294536,A Pharmacokinetic Study Comparing the Liraglutide Injection (RD12014) and Victoza® in Healthy Chinese Subjects,COMPLETED,2020-06-22,2020-11-27,PHASE1,INTERVENTIONAL,50,Type 2 Diabetes,"Sunshine Lake Pharma Co., Ltd."
liraglutide,NCT02518945,Dapagliflozin As Additional Treatment To Liraglutide And Insulin In Patients With Type 1 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,26,Type 1 Diabetes Mellitus,University at Buffalo
liraglutide,NCT01272232,Effect of Liraglutide on Body Weight in Overweight or Obese Subjects With Type 2 Diabetes: SCALE™ - Diabetes,COMPLETED,2011-06-01,2013-01-25,PHASE3,INTERVENTIONAL,846,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT06559722,A Trial Investigating the Efficacy and Safety of Insulin Degludec/Liraglutide Injection in Subjects With Type 2 Diabetes,NOT_YET_RECRUITING,,,PHASE3,INTERVENTIONAL,510,Type 2 Diabetes,"Tonghua Dongbao Pharmaceutical Co.,Ltd"
liraglutide,NCT03034941,Short Term Weight Loss With Liraglutide and Metformin in Infertile Obese PCOS Patients,COMPLETED,,,PHASE4,INTERVENTIONAL,35,Obesity; PCOS,University Medical Centre Ljubljana
liraglutide,NCT03955575,Treatment of Bile Acid Malabsorption With Liraglutide,COMPLETED,2019-03-07,2022-05-31,PHASE4,INTERVENTIONAL,52,Bile Acid Malabsorption,Filip Krag Knop
liraglutide,NCT01507272,Safety and Tolerability of Liraglutide in Healthy Male Volunteers,COMPLETED,,,PHASE1,INTERVENTIONAL,34,Diabetes; Healthy,Novo Nordisk A/S
liraglutide,NCT02654665,"Comparing Effects of Liraglutide and Bariatric Surgery on Weight Loss, Liver Function, Body Composition, Insulin Resistance, Endothelial Function and Biomarkers of Non-alcoholic Steatohepatitis (NASH) in Obese Asian Adults",UNKNOWN,,,PHASE3,INTERVENTIONAL,36,Non-alcoholic Fatty Liver Disease (NAFLD); Weight Loss; Non-alcoholic Steatohepatitis (NASH),Changi General Hospital
liraglutide,NCT01761318,Effect of Liraglutide on Cardiovascular Endpoints in Diabetes Mellitus Type 2 Patients,COMPLETED,,,PHASE4,INTERVENTIONAL,50,Diabetes Mellitus Type 2; Metabolic Syndrome; Cardiovascular Disease; Diastolic Dysfunction; Fatty Liver,Leiden University Medical Center
liraglutide,NCT03885297,3mg Liraglutide for Overweight or Obesity,COMPLETED,2019-01-18,2020-12-18,,OBSERVATIONAL,43,"Overweight; Obesity; Infertility, Female",University Hospitals Coventry and Warwickshire NHS Trust
liraglutide,NCT01676116,The Efficacy of Insulin Degludec/Liraglutide in Controlling Glycaemia in Adults With Type 2 Diabetes Inadequately Controlled on GLP-1 Receptor Agonist and OAD Therapy,COMPLETED,2012-08-29,2014-03-11,PHASE3,INTERVENTIONAL,438,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01392898,Liraglutide and Insulin Therapy in Patients With Type 2 Diabetes,UNKNOWN,,,NA,INTERVENTIONAL,50,Type 2 Diabetes Mellitus,Radboud University Medical Center
liraglutide,NCT02292290,Trial for People With Established Type 2 Diabetes During Ramadan,COMPLETED,,,PHASE4,INTERVENTIONAL,99,Type 2 Diabetes,University of Leicester
liraglutide,NCT05965908,Effect of Liraglutide in Obese Women With Polycystic Ovary Syndrome,COMPLETED,2024-01-30,2025-03-30,PHASE3,INTERVENTIONAL,150,Polycystic Ovary,Beni-Suef University
liraglutide,NCT03235050,A Study to Evaluate the Efficacy and Safety of MEDI0382 in the Treatment of Overweight and Obese Subjects With Type 2 Diabetes,COMPLETED,2017-08-02,2019-06-14,PHASE2,INTERVENTIONAL,834,"Diabetes Mellitus, Type 2",AstraZeneca
liraglutide,NCT01794143,A Comparative Effectiveness Study of Major Glycemia-lowering Medications for Treatment of Type 2 Diabetes,COMPLETED,,2021-04-30,PHASE3,INTERVENTIONAL,7850,Type 2 Diabetes; Comparative Effectiveness of Glycemia-lowering Medications,GRADE Study Group
liraglutide,NCT04196231,Durability of Combination of Insulin and GLP-1 Receptor Agonist or SGLT-2 Inhibitors Versus Basal Bolus Insulin Regimen in Type 2 Diabetes (BEYOND),COMPLETED,2019-11-27,2020-10-20,PHASE4,INTERVENTIONAL,258,Type 2 Diabetes,University of Campania Luigi Vanvitelli
liraglutide,NCT03158805,Saxenda® in Obese or Overweight Patients With Stable Bipolar Disorder (Investigator Initiated),COMPLETED,2017-04-26,2023-01-01,PHASE2,INTERVENTIONAL,60,Bipolar Disorder; Obesity,Lindner Center of HOPE
liraglutide,NCT01899430,Polycystic Ovary Syndrome and Liraglutide,COMPLETED,,,PHASE4,INTERVENTIONAL,32,PCOS; Obesity,University Medical Centre Ljubljana
liraglutide,NCT04866667,Observational Study of ASCVD Risks of Type 2 Diabetes in East China,COMPLETED,2021-05-01,2024-05-31,,OBSERVATIONAL,316,Type 2 Diabetes Mellitus; Arteriosclerotic Cardiovascular Disease; Liraglutide,Zhejiang Provincial People's Hospital
liraglutide,NCT03795701,"To Predict Weight Loss Response to Liraglutide (Saxenda®), From fMRI-based Determination of Food Cue Reactivity",COMPLETED,2019-01-08,2022-05-01,NA,INTERVENTIONAL,73,Obesity,Texas Tech University
liraglutide,NCT01934816,Incretin and KATP Channels,TERMINATED,,,NA,INTERVENTIONAL,2,Healthy Subjects,Katarina Kos
liraglutide,NCT06925334,A Study Comparing Degu Insulin Liraglutide Injection With Premixed Insulin on the Prognosis of Diabetes Mellitus,ENROLLING_BY_INVITATION,2024-05-20,2025-12-31,PHASE4,INTERVENTIONAL,170,Type 2 Diabetic Patients,Beijing Tsinghua Chang Gung Hospital
liraglutide,NCT02231658,"Effects of Victoza® Versus Lyxumia® on Gastroesophageal Reflux, Gastric Emptying and Gastric Acid Secretion",TERMINATED,2015-07-16,2018-07-23,PHASE1,INTERVENTIONAL,109,Diabetes Mellitus,Profil Institut für Stoffwechselforschung GmbH
liraglutide,NCT02964247,LIRA-ADD2SGLT2i - Liraglutide Versus Placebo as add-on to SGLT2 Inhibitors.,COMPLETED,2017-03-03,2018-05-08,PHASE3,INTERVENTIONAL,303,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT04903509,A Study in Men With Overweight to Test How Well Different Doses of BI 1820237 Are Tolerated When Given as an Injection Alone or in Combination With Liraglutide,COMPLETED,2021-06-08,2022-08-26,PHASE1,INTERVENTIONAL,95,Healthy,Boehringer Ingelheim
liraglutide,NCT03632759,Targeting Beta Cell Dysfunction With Liraglutide or Golimumab in Longstanding T1D,COMPLETED,2018-08-15,2021-11-09,EARLY_PHASE1,INTERVENTIONAL,16,Type 1 Diabetes Mellitus,"Carla Greenbaum, MD"
liraglutide,NCT07244003,Efficacy and Safety of the Met+SGLT-2i+GLP-1RA in Patients With Type 2 Diabetes With Poor Glycemic Control,RECRUITING,2025-03-29,2028-06-30,PHASE4,INTERVENTIONAL,430,T2DM (Type 2 Diabetes Mellitus),"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd."
liraglutide,NCT07304141,Pharmacological Treatment - An Overview of Its Role in Managing Childhood Obesity,COMPLETED,2023-12-20,2025-12-12,,OBSERVATIONAL,128,Obesity (Disorder); Child Obesity,Göteborg University
liraglutide,NCT02650596,Effects of GLP-1 on Chronic Heart Failure,UNKNOWN,,,NA,INTERVENTIONAL,68,Heart Failure,Shi Yang
liraglutide,NCT01232946,Cooperation of Insulin and GLP-1 on Myocardial Glucose Uptake,COMPLETED,,2017-09-08,NA,INTERVENTIONAL,30,Type 2 Diabetes,Indiana University
liraglutide,NCT04763564,Efficacy of Liraglutide Therapy in Patients With IPAA,TERMINATED,2022-03-22,2023-10-16,PHASE2,INTERVENTIONAL,8,Pouchitis; Irritable Pouch Syndrome,"University of North Carolina, Chapel Hill"
liraglutide,NCT02908087,Incretin-based Therapy in Early Diagnosed Type 1 Diabetes,COMPLETED,,,PHASE2,INTERVENTIONAL,13,Type 1 Diabetes,University of Oulu
liraglutide,NCT03087032,Liraglutide-bolus vs Glargine-bolus Therapy in Overweight/Obese Type 2 Diabetes Patients (LiraGooD),RECRUITING,2019-01-10,2025-02-10,PHASE4,INTERVENTIONAL,164,Type 2 Diabetes Patients; Overweight and Obesity; Hyperglycaemia (Diabetic),The First Affiliated Hospital of Xiamen University
liraglutide,NCT01787916,52 Week Trial of Liraglutide in Type 1 Diabetes,COMPLETED,,,PHASE4,INTERVENTIONAL,15,Type 1 Diabetes,CHU de Quebec-Universite Laval
liraglutide,NCT02492763,A Preliminary Study of the Efficacy and Safety of MK-8521 for Type 2 Diabetes (MK-8521-004),TERMINATED,2015-07-27,2017-04-18,PHASE2,INTERVENTIONAL,176,Type II Diabetes Mellitus,Merck Sharp & Dohme LLC
liraglutide,NCT01916174,"A Trial to Demonstrate Bioequivalence Between Two Insulin Degludec/Liraglutide Formulations, B5 and V2 in Healthy Subjects",COMPLETED,,,PHASE1,INTERVENTIONAL,50,"Diabetes; Diabetes Mellitus, Type 2; Healthy",Novo Nordisk A/S
liraglutide,NCT01879917,Liraglutide in Newly Onset Type 1 Diabetes.,COMPLETED,,,"PHASE2, PHASE3",INTERVENTIONAL,65,"Diabetes Mellitus, Type 1",Hvidovre University Hospital
liraglutide,NCT04775082,SCALE KIDS: Research Study to Look at How Well a New Medicine is at Lowering Weight in Children With Obesity,ACTIVE_NOT_RECRUITING,2021-03-04,2027-01-15,PHASE3,INTERVENTIONAL,78,Obesity,Novo Nordisk A/S
liraglutide,NCT01451905,GLP-1 Receptors in Normal Skin and Skin From Patients With Psoriasis,UNKNOWN,,,NA,INTERVENTIONAL,12,Reduction of Psoriasis Following Liraglutide Therapy in Terms of PASI and DLQI,"University Hospital, Gentofte, Copenhagen"
liraglutide,NCT01973231,Efficacy and Safety of Liraglutide Versus Lixisenatide as add-on to Metformin in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE4,INTERVENTIONAL,404,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01515553,Bioequivalence of Two Liraglutide Formulations in Healthy Volunteers,COMPLETED,,,PHASE1,INTERVENTIONAL,22,Diabetes; Healthy,Novo Nordisk A/S
liraglutide,NCT05268237,"Safety, Tolerability and Preliminary Efficacy of Sublingual Liraglutide in Patients With Type 2 Diabetes Mellitus",RECRUITING,2023-04-25,,"PHASE1, PHASE2",INTERVENTIONAL,15,Diabete Type 2,Biolingus
liraglutide,NCT01952145,A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide Versus Insulin Glargine in Subjects With Type 2 Diabetes Mellitus,COMPLETED,2013-09-20,2014-11-04,PHASE3,INTERVENTIONAL,557,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT00318422,Effect of Liraglutide on Blood Glucose Control in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,1041,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01542242,Liraglutide Use in Prader-Willi Syndrome,TERMINATED,,,PHASE4,INTERVENTIONAL,1,Diabetes Mellitus Type 2; Prader Willi Syndrome,Vancouver General Hospital
liraglutide,NCT00856986,The Effect of Insulin Detemir in Combination With Liraglutide and Metformin Compared to Liraglutide and Metformin in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,987,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT05268627,Endoscopic Ultrasound Guided Gastric Botulinum Toxin Injections Versus Glucagon Like Peptide 1 Receptor Agonist in Weight Loss,UNKNOWN,2022-01-27,2023-01-27,NA,INTERVENTIONAL,38,Obesity,Mansoura University
liraglutide,NCT02777073,Effects of Single Doses of Liraglutide and Dapagliflozin on Ketogenesis in Type 1 Diabetes,COMPLETED,2016-03-01,2016-12-31,NA,INTERVENTIONAL,43,Type 1 Diabetes,University at Buffalo
liraglutide,NCT02082496,GLP-1 Response and Effect in Individuals With Obesity Causing Genetic Mutations,COMPLETED,,,PHASE2,INTERVENTIONAL,50,Obesity,University of Copenhagen
liraglutide,NCT00614120,Effect of Liraglutide or Glimepiride Added to Metformin on Blood Glucose Control in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE3,INTERVENTIONAL,929,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT01509742,Effect of Liraglutide on Glucagon Secretion in Subjects With Type 2 Diabetes,COMPLETED,,,PHASE1,INTERVENTIONAL,19,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
liraglutide,NCT02963922,Effect and Safety of Liraglutide 3.0 mg in Subjects With Overweight or Obesity and Type 2 Diabetes Mellitus Treated With Basal Insulin,COMPLETED,2017-02-06,2018-09-25,PHASE3,INTERVENTIONAL,396,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
liraglutide,NCT04643301,Liraglutide for Low-responders After Bariatric Surgery,WITHDRAWN,2020-12-21,2021-12-31,NA,INTERVENTIONAL,0,"Obesity; Obesity, Morbid",Zuyderland Medisch Centrum
liraglutide,NCT02931370,Ultrasound of the Knee in Obese Patients With Knee Osteoarthritis; Weight Loss,COMPLETED,,,,OBSERVATIONAL,200,Osteoarthritis; Obesity,Henrik Gudbergsen
liraglutide,NCT01363609,Effects of Glucagon Like Peptide-1(GLP-1) and Liraglutide on Brain Satiety and Reward Circuits and Feeding Behavior in Diabetes,COMPLETED,,,NA,INTERVENTIONAL,50,Obesity; Type 2 Diabetes,"Amsterdam UMC, location VUmc"
liraglutide,NCT03208881,"Ultrasound Assessment of the Adventitia, Extra-media (EMT) and Veia Jugularis Interna Thickness",UNKNOWN,2017-07-15,,,OBSERVATIONAL,80,"Osteoarthritis, Obesity",Henrik Gudbergsen
liraglutide,NCT03041792,Methodology Study To Examine 6-Week Food Intake With Liraglutide In Obese Subjects,COMPLETED,2017-02-20,2018-01-16,PHASE1,INTERVENTIONAL,61,Obesity,Pfizer
