drug_query,nct_id,brief_title,overall_status,start_date,completion_date,phase,study_type,enrollment,conditions,lead_sponsor
semaglutide,NCT04624672,Treatment of GLP-1 for Diabetic Bariatric Patients,TERMINATED,2021-08-25,2022-08-17,PHASE4,INTERVENTIONAL,3,"Diabetes Mellitus, Type 2",Geisinger Clinic
semaglutide,NCT07314528,Evaluating the Impact of GLP-1 Receptor Agonists With Total Neoadjuvant Therapy in Rectal Cancer,NOT_YET_RECRUITING,,,PHASE2,INTERVENTIONAL,42,Rectal Cancer Patients; Obesity &Amp; Overweight; Locally Advanced Rectal Cancer (LARC); Total Neoadjuvant Therapy; GLP-1,"St. James's Hospital, Ireland"
semaglutide,NCT04615871,Semaglutide to Reduce Myocardial Injury in PATIents With COVID-19,UNKNOWN,2021-09-10,2022-03-31,PHASE2,INTERVENTIONAL,400,Covid19; Myocardial Injury,Vladimír Džavík
semaglutide,NCT05486065,A Research Study to Look Into How Well Semaglutide Medicine Works at Different Doses in People With Type 2 Diabetes and Overweight,COMPLETED,2022-08-08,2023-12-13,PHASE2,INTERVENTIONAL,245,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06762314,Efficacy and Safety of Empagliflozin or Semaglutide in Overweight/Obese Patients With Type 1 Diabetes,RECRUITING,2025-01-20,2028-11-20,PHASE2,INTERVENTIONAL,105,Diabetes,Mostafa Bahaa
semaglutide,NCT05046873,A Research Study Looking Into Blood Levels of Semaglutide and NNC0480-0389 When Given in the Same Injection or in Two Separate Injections in Healthy People,COMPLETED,2021-09-06,2022-01-05,PHASE1,INTERVENTIONAL,16,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT02060266,"Trial Investigating the Absorption, Metabolism and Excretion After a Single Subcutaneous Dose of [3H]-Semaglutide in Healthy Male Subjects",COMPLETED,2014-02-04,2014-04-28,PHASE1,INTERVENTIONAL,7,Diabetes; Healthy,Novo Nordisk A/S
semaglutide,NCT05071417,Effect Of Semaglutide In Coronary Atheroma Plaque,UNKNOWN,,,PHASE3,INTERVENTIONAL,120,"Atheroscleroses, Coronary",Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León
semaglutide,NCT04777396,A Research Study Investigating Semaglutide in People With Early Alzheimer's Disease (EVOKE),COMPLETED,2021-05-18,2026-01-30,PHASE3,INTERVENTIONAL,1840,Early Alzheimer's Disease,Novo Nordisk A/S
semaglutide,NCT07282769,Semaglutide (Wegovy) Treatment for Trichotillomania,NOT_YET_RECRUITING,,,PHASE2,INTERVENTIONAL,10,Trichotillomania (Hair-Pulling Disorder); Trichotillomania; Hair Pulling Disorder; Hair Pulling; Hair-Pulling Disorder,University of Chicago
semaglutide,NCT07043361,"Efficacy of Semaglutide in Glycemic Control, Weight Loss, and Improving Lipidogram- Role of Baseline Vitamin D Levels",COMPLETED,2023-12-18,2025-04-30,,OBSERVATIONAL,5300,Metabolic Disease,Hillel Yaffe Medical Center
semaglutide,NCT06548490,GLP-1R Agonist Treatment for Opioid Use Disorder,RECRUITING,2025-01-13,,PHASE2,INTERVENTIONAL,200,Opioid Use Disorder; Opioid Abuse and Addiction; Narcotic-Related Disorders; Substance-Related Disorders; Chemically-Induced Disorders; Mental Disorder; Opioid,Milton S. Hershey Medical Center
semaglutide,NCT07027969,Metabolic Surgery for Atrial Fibrillation Elimination,NOT_YET_RECRUITING,2026-11-01,2030-03-31,PHASE4,INTERVENTIONAL,100,Atrial Fibrillation; Obesity and Obesity-related Medical Conditions,Ali Aminian
semaglutide,NCT06533527,Holding vs. Continuing Incretin-based Therapies Before Upper Endoscopy,COMPLETED,2024-07-31,2025-05-20,PHASE4,INTERVENTIONAL,69,"Diabetes Mellitus, Type 2; Obesity; Gastroparesis",The Cleveland Clinic
semaglutide,NCT06283667,Special Use - Results Surveillance on Long-term Use With Wegovy®,ACTIVE_NOT_RECRUITING,2024-06-11,2028-01-31,,OBSERVATIONAL,1071,Obesity,Novo Nordisk A/S
semaglutide,NCT06699329,A Study of Enlicitide Decanoate (MK-0616) and Semaglutide in Healthy Adult Participants (MK-0616-023),COMPLETED,2024-01-22,2024-05-24,PHASE1,INTERVENTIONAL,38,Healthy,Merck Sharp & Dohme LLC
semaglutide,NCT04916470,"Research Study to Look at How Well Semaglutide Works in People Living With Heart Failure, Obesity and Type 2 Diabetes",COMPLETED,2021-06-15,2023-10-11,PHASE3,INTERVENTIONAL,617,"Heart Failure With Preserved Ejection Fraction (HFpEF) and Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06792422,A Study Investigating Oral Semaglutide in People with Open-Angle Glaucoma,RECRUITING,,,PHASE4,INTERVENTIONAL,126,Primary Open Angle Glaucoma (POAG); Open-Angle Glaucoma; Glaucoma,"Glostrup University Hospital, Copenhagen"
semaglutide,NCT02845219,A Trial Investigating the Influence of Oral Semaglutide on Pharmacokinetics of Ethinylestradiol and Levonorgestrel in an Oral Contraceptive Combination Drug in Healthy Postmenopausal Females,COMPLETED,,,PHASE1,INTERVENTIONAL,25,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07187830,Visceral Adipose Tissue and Liver Changes Associated With Semaglutide in CKD,NOT_YET_RECRUITING,2026-02-15,2028-01-15,,OBSERVATIONAL,52,Chronic Kidney Disease in Type 2 Diabetes; Obesity & Overweight,University of Alberta
semaglutide,NCT07293325,Semaglutide and Tirzepatide for Genetic Aging Delay in Adults With Obesity,RECRUITING,2025-06-02,2027-06-02,NA,INTERVENTIONAL,66,Adults With Simple Obesity,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
semaglutide,NCT07368855,GLP-1 Medicines and Mental Health Changes,COMPLETED,2024-05-01,2025-07-01,NA,INTERVENTIONAL,90,Obesity; Depression; GLP-1,"University of California, San Diego"
semaglutide,NCT07539415,A Phase 1 Clinical Trial to Assess the Safety of DWRX5003 and Relative Bioavailability to DWC202502 and DWC202503 in Healthy Adult Volunteers,NOT_YET_RECRUITING,2026-03-30,2026-08-30,PHASE1,INTERVENTIONAL,72,Obesity & Overweight; Type 2 Diabetes,Daewoong Pharmaceutical Co. LTD.
semaglutide,NCT05442450,Efficacy of Oral Semaglutide in Overweight or Obesity,UNKNOWN,2022-07-10,2023-06-30,PHASE4,INTERVENTIONAL,116,Obesity; Weight Loss,"Asian Institute of Gastroenterology, India"
semaglutide,NCT06854614,Sequential or CombinaTion Anti-obesitY Medication With Muscle Preservation for Weight Loss and MaintEnance: A PragmAtic Randomized CoNtrolled Trial (STAY-LEAN Trial),ACTIVE_NOT_RECRUITING,2025-03-01,2028-04-28,PHASE4,INTERVENTIONAL,150,Obesity,The Cleveland Clinic
semaglutide,NCT02607865,Efficacy and Long-term Safety of Oral Semaglutide Versus Sitagliptin in Subjects With Type 2 Diabetes,COMPLETED,2016-02-15,2018-03-28,PHASE3,INTERVENTIONAL,1864,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06851962,Impact of Pharmacogenetic-Guided Treatment on Type 2 Diabetes.,ACTIVE_NOT_RECRUITING,2025-05-26,2026-06-30,PHASE4,INTERVENTIONAL,504,Diabetes Mellitus Type 2,Fundación para la Investigación del Hospital Clínico de Valencia
semaglutide,NCT07444073,Assessing Biological Aging in a Real-World Medical Weight Loss Program Using the LinAge2 Clinical Clock,NOT_YET_RECRUITING,2026-02-02,2026-12-31,,OBSERVATIONAL,440,Aging; Obesity & Overweight,National University of Singapore
semaglutide,NCT04707469,Research Study to Compare Three Doses of Semaglutide Tablets Taken Once Daily in People With Type 2 Diabetes,COMPLETED,2021-01-15,2023-03-08,PHASE3,INTERVENTIONAL,1606,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07398222,Gastric Content in Fasting Volunteers and in Tirzepatide Users: an Observational and Cross-sectional Study,RECRUITING,2026-01-26,2026-03-20,,OBSERVATIONAL,30,Full Stomach Status,Hospital Israelita Albert Einstein
semaglutide,NCT07417618,INcreTin-based thERapies for Cardiovascular Event PrevenTion in Patients With and Without ASCVD (INTERCEPT-ASCVD),ACTIVE_NOT_RECRUITING,2026-01-27,,,OBSERVATIONAL,60000,Type 2 Diabetes; Overweight; ASCVD,Brigham and Women's Hospital
semaglutide,NCT04238962,A Research Study to Compare Two Different Forms of Once-weekly Semaglutide in Two Different Injection Pens,COMPLETED,2020-02-03,2020-10-20,PHASE1,INTERVENTIONAL,111,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT07294950,Impact of Semaglutide Withdrawal on Cardiometabolic Profile and Physiology of Energy Balance: Recovery Effects After Semaglutide Termination,RECRUITING,2026-02-01,,PHASE3,INTERVENTIONAL,98,Obesity (Disorder); Weight Change; Blood Pressure Monitoring; Appetite Regulation,"Mount Sinai Hospital, Canada"
semaglutide,NCT05877547,A Clinical Study of Efinopegdutide in Participants With Precirrhotic Nonalcoholic Steatohepatitis (NASH) (MK-6024-013),COMPLETED,2023-06-23,2025-12-29,PHASE2,INTERVENTIONAL,381,"Non-alcoholic Fatty Liver Disease; Fatty Liver, Nonalcoholic; NAFLD; Nonalcoholic Fatty Liver Disease; Nonalcoholic Steatohepatitis",Merck Sharp & Dohme LLC
semaglutide,NCT07511543,Glucagon-like Peptide-1 Receptor Agonists for Endovascular Stroke Thrombectomy,NOT_YET_RECRUITING,2026-06-30,2028-06-30,PHASE2,INTERVENTIONAL,100,Ischemic Stroke,Population Health Research Institute
semaglutide,NCT07446998,"Proof-of-Concept Study Evaluating Total Body Weight, Physical Function & Safety of Enobosarm in Patients Treated With GLP-1 Receptor Agonist, for Weight Loss",RECRUITING,2026-03-26,,PHASE2,INTERVENTIONAL,200,Obesity & Overweight; Mobility Disability; HOMA-IR,Veru Inc.
semaglutide,NCT05895643,Does Semaglutide Reduce Alcohol Intake in Patients With Alcohol Use Disorder and Comorbid Obesity?,COMPLETED,2023-06-13,2025-07-31,PHASE2,INTERVENTIONAL,108,Alcohol Abuse; Alcohol Addiction; Alcohol Dependence; Alcohol Use Disorder,Psychiatric Centre Rigshospitalet
semaglutide,NCT05196958,Interest of GLP1 Analogues in Overweight Type 2 Diabetic Patients With Chronic Inflammatory Bowel Disease,UNKNOWN,2022-01-25,2024-12-31,NA,INTERVENTIONAL,20,"Inflammatory Bowel Diseases; Diabetes Mellitus, Type 2",Fondation Hôpital Saint-Joseph
semaglutide,NCT05813249,Semaglutide in Nonalcoholic Fatty Liver Disease,COMPLETED,2023-02-15,2024-04-01,PHASE4,INTERVENTIONAL,180,Non-alcoholic Fatty Liver Disease,Zagazig University
semaglutide,NCT04263415,"The Effects of Semaglutide on Taste, Tongue Tissue Transcriptome, Gastric Emptying and Central Neural Response in Women With PCOS and Obesity",COMPLETED,2019-11-02,2021-10-31,PHASE4,INTERVENTIONAL,30,"PCOS; Semaglutide; Taste, Altered; Tongue Tissue Transcriptome; Gastric Emptying; Central Neural Response",University Medical Centre Ljubljana
semaglutide,NCT05498610,A Research Study of How the Medicine NNC0480-0389 Taken With Semaglutide Works in the Body of Healthy Chinese Men,COMPLETED,2022-08-11,2022-10-12,PHASE1,INTERVENTIONAL,24,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06184568,A Study Comparing IBI362 vs Semaglutide in Chinese Adults With Early Type 2 Diabetes and Obesity,ACTIVE_NOT_RECRUITING,2024-02-29,2026-06-30,PHASE3,INTERVENTIONAL,349,Type 2 Diabetes; Obesity,Innovent Biologics (Suzhou) Co. Ltd.
semaglutide,NCT02014259,"Pharmacokinetics, Safety and Tolerability of Oral Semaglutide in Subjects With Various Degrees of Impaired Renal Function",COMPLETED,2013-12-11,2014-10-24,PHASE1,INTERVENTIONAL,71,"Diabetes; Diabetes Mellitus, Type 2; Healthy",Novo Nordisk A/S
semaglutide,NCT04200625,Semaglutide vs Dulaglutide on Epicardial Adipose Tissue,COMPLETED,2019-09-24,2019-12-09,,OBSERVATIONAL,80,Epicardial Fat,University of Miami
semaglutide,NCT06497049,"Open Randomized Study of Comparative Pharmacokinetics and Biosimilarity of GP40221 (GEROPHARM LLC, Russia) and Ozempic®.",COMPLETED,2023-06-30,2024-05-05,PHASE1,INTERVENTIONAL,120,Pharmacokinetics; Safety Issues; Bioequivalence,Geropharm
semaglutide,NCT03876015,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in United Kingdom, as Part of Local Clinical Practice (SURE UK)",COMPLETED,2019-05-01,2020-08-12,,OBSERVATIONAL,215,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT04865770,"A Research Study to Find Out How Semaglutide Works in the Kidneys Compared to Placebo, in People With Type 2 Diabetes and Chronic Kidney Disease (the REMODEL Trial)",COMPLETED,2021-04-28,2024-11-21,PHASE3,INTERVENTIONAL,106,"Diabetes Mellitus, Type 2; Chronic Kidney Disease",Novo Nordisk A/S
semaglutide,NCT05766709,A Research Study Comparing Blood Levels of Medicines NNC0194-0499 and Semaglutide Administered as a Combination Formulation Versus Two Separate Formulations,COMPLETED,2023-03-02,2024-02-09,PHASE1,INTERVENTIONAL,53,Non-alcoholic Steatohepatitis,Novo Nordisk A/S
semaglutide,NCT04153929,A Study to Test Whether Different Doses of BI 456906 Are Effective in Treating Adults With Type 2 Diabetes.,COMPLETED,2020-04-30,2021-11-04,PHASE2,INTERVENTIONAL,413,"Diabetes Mellitus, Type 2",Boehringer Ingelheim
semaglutide,NCT07483801,DECODE - Haemodynamic Effects Of Semaglutide and Tirzepatide - a Series of Pilot Studies,NOT_YET_RECRUITING,,,PHASE4,INTERVENTIONAL,112,Cardiovascular Diseases,Cambridge University Hospitals NHS Foundation Trust
semaglutide,NCT07430332,GLP-1 RA for Stage 1 Type 1 Diabetes,NOT_YET_RECRUITING,2027-09-01,2030-01-01,PHASE2,INTERVENTIONAL,15,"Stage 1 Diabetes Mellitus, Type 1","Children's Hospital Medical Center, Cincinnati"
semaglutide,NCT04017832,A Research Study Comparing a New Medicine Oral Semaglutide to Sitagliptin in People With Type 2 Diabetes,COMPLETED,2019-07-29,2021-10-27,PHASE3,INTERVENTIONAL,1441,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT03724981,A Study Comparing the Dulaglutide Pen and the Semaglutide Pen,COMPLETED,2018-10-18,2019-04-12,PHASE4,INTERVENTIONAL,312,"Diabetes Mellitus, Type 2",Eli Lilly and Company
semaglutide,NCT05530577,Effects of Semaglutide on Nicotine Intake,COMPLETED,2022-10-07,2024-05-13,PHASE2,INTERVENTIONAL,24,Tobacco Use Disorder; Nicotine Addiction,"University of North Carolina, Chapel Hill"
semaglutide,NCT04873050,Treatment to Regress to Normoglycemia in Women with a Recent History of GDM,RECRUITING,2022-01-13,2026-03-01,PHASE4,INTERVENTIONAL,102,Pre Diabetes; Postpartum Disorder,Woman's
semaglutide,NCT06499857,Semaglutide for Metabolic Intervention and Adipose Loss to Treat Atrial Fibrillation,RECRUITING,2025-04-14,,PHASE3,INTERVENTIONAL,200,Overweight or Obesity; Atrial Fibrillation,University of Chicago
semaglutide,NCT07011667,A Research Study to Look at How Well CagriSema Helps People Living With Obesity Lose Weight and Maintain Weight Loss in the Long-term,ACTIVE_NOT_RECRUITING,2025-06-03,2028-10-17,PHASE3,INTERVENTIONAL,609,Obesity,Novo Nordisk A/S
semaglutide,NCT06339086,Efficacy and Safety of Semaglutide Injection in Subjects With Type 2 Diabetes,UNKNOWN,,2025-12-30,PHASE3,INTERVENTIONAL,478,Type 2 Diabetes Mellitus,"Chengdu Brilliant Pharmaceutical Co., Ltd."
semaglutide,NCT05780905,Effects of Semaglutide on Intracranial Blood Flow and Brain-Barrier Permeability in Type-2 Diabetes,RECRUITING,2024-01-11,2026-12-31,PHASE4,INTERVENTIONAL,50,"Diabetes Mellitus, Type 2; Stroke (CVA) or Transient Ischemic Attack",University of Washington
semaglutide,NCT06836284,The Evira Study: Additional Support During Anti-Obesity Treatment,NOT_YET_RECRUITING,2025-10-07,,NA,INTERVENTIONAL,40,Childhood Obesity; Treatment Adherence,Karolinska Institutet
semaglutide,NCT06642584,A Research Study Looking at New Protein-based Tablets in Healthy Men - Oral Formulation IV,COMPLETED,2024-10-15,2025-08-13,PHASE1,INTERVENTIONAL,90,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S
semaglutide,NCT03021187,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,COMPLETED,2017-02-02,2018-08-22,PHASE3,INTERVENTIONAL,731,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT04261933,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in Germany, as Part of Local Clinical Practice (SURE GERMANY)",COMPLETED,2020-02-13,2021-05-25,,OBSERVATIONAL,789,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06363747,The Medically Reproducing Bariatric Surgery (MRB) II Study,ACTIVE_NOT_RECRUITING,2024-06-24,2025-11-03,"PHASE2, PHASE3",INTERVENTIONAL,50,Type 2 Diabetes; Obesity,Durham VA Medical Center
semaglutide,NCT06575738,Physiologic Response to Bariatric Surgery and the Impact of Adjunct Semaglutide in Adolescents,RECRUITING,2024-10-11,2027-10-01,PHASE1,INTERVENTIONAL,40,Obesity; Adolescent Obesity; Body-Weight Trajectory; Weight Loss Trajectory; Bariatric Surgery; Anti-obesity Agents,"University of Colorado, Denver"
semaglutide,NCT06387199,Alleviating Carbohydrate Counting for Patients with Type-1 Diabetes Using a Closed Loop System with Weekly Subcutaneous Semaglutide,RECRUITING,2024-12-01,,"PHASE2, PHASE3",INTERVENTIONAL,26,Type 1 Diabetes; Diabetes Mellitus,McGill University Health Centre/Research Institute of the McGill University Health Centre
semaglutide,NCT03936660,A 12 Month Site Randomized Trial in Adults With Type 2 Diabetes Mellitus and History of Cardiovascular Disease,COMPLETED,2019-07-25,2022-12-30,NA,INTERVENTIONAL,1049,"Diabetes Mellitus, Type 2; Cardiovascular Diseases",Duke University
semaglutide,NCT03596450,Long Term Comparative Effectiveness of Once Weekly Semaglutide Versus Standard of Care in a Real World Adult US Population With Type 2 Diabetes - a Randomized Pragmatic Trial,COMPLETED,2018-07-13,2023-06-09,PHASE4,INTERVENTIONAL,1278,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06003153,GLUCOSE-MGH: Genetic Links Understood Through Challenge With Oral Semaglutide Exposure at MGH,RECRUITING,2024-03-12,2027-05-31,PHASE4,INTERVENTIONAL,125,Genetic Predisposition; Metabolic Diseases; Type 2 Diabetes,Massachusetts General Hospital
semaglutide,NCT07391267,Pathogenesis of Chronic Kidney Disease Associated With Metabolic Dysfunction- Associated Fatty Liver Disease (MAFLD) and Treatment Response of Oral Semaglutide.,NOT_YET_RECRUITING,2026-02-01,2028-12-31,NA,INTERVENTIONAL,90,Chronic Kidney Diseases; MAFLD,"Institute of Liver and Biliary Sciences, India"
semaglutide,NCT07056803,Oral vs. Subcutaneous Semaglutide in Type 2 Diabetes Mellitus,COMPLETED,2024-01-01,2025-06-25,,OBSERVATIONAL,212,Diabetes Mellitus Type 2,University of Palermo
semaglutide,NCT05616013,Safety and Efficacy of Bimagrumab and Semaglutide in Adults Who Are Overweight or Obese,COMPLETED,2022-11-16,2025-06-14,PHASE2,INTERVENTIONAL,507,Obesity; Obese; Overweight or Obesity,Eli Lilly and Company
semaglutide,NCT06449235,Real-World Evaluation of Omarigliptin for Type 2 Diabetes Meliitus in Bangladesh,NOT_YET_RECRUITING,,,PHASE4,INTERVENTIONAL,938,Type2diabetes,"Bangladesh Institute of Research and Rehabilitation in Diabetes, Endocrine and Metabolic Disorders"
semaglutide,NCT06913023,Semaglutide for the Prevention Of Post-Transplant Diabetes Mellitus,NOT_YET_RECRUITING,2026-01-05,2027-11-30,"PHASE2, PHASE3",INTERVENTIONAL,74,Kidney Transplant Recipient,"University Health Network, Toronto"
semaglutide,NCT06616961,Efficacy and Safety of Semaglutide for Weight Loss in Overweight or Obese Adults in Bangladesh With or Without Type 2 Diabetes Mellitus,NOT_YET_RECRUITING,2024-11-01,,PHASE3,INTERVENTIONAL,480,Obesity; Type 2 Diabetes Mellitus (T2DM),Popular Medical College Hospital
semaglutide,NCT07251556,GLP-1 Receptor Agonists in Non-diabetic Patients With Psoriatic Arthritis,NOT_YET_RECRUITING,2025-12-01,2027-01-01,PHASE4,INTERVENTIONAL,40,Psoriasis Arthritis,Chinese University of Hong Kong
semaglutide,NCT07249554,Combination Therapy for Alcohol Use Disorder,NOT_YET_RECRUITING,,,PHASE2,INTERVENTIONAL,45,Alcohol Use Disorder,Johns Hopkins University
semaglutide,NCT03811574,STEP 6: Research Study Investigating How Well Semaglutide Works in People Living With Overweight or Obesity,COMPLETED,2019-01-21,2020-11-20,PHASE3,INTERVENTIONAL,401,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT01720446,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide in Subjects With Type 2 Diabetes,COMPLETED,2013-02-21,2016-03-15,PHASE3,INTERVENTIONAL,3297,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05689372,Regulatory Post Marketing Surveillance (rPMS) Study of Ozempic (Semaglutide) to Evaluate Safety and Effectiveness in Patients With Type 2 Diabetes Mellitus in Routine Clinical Practice in Korea,NOT_YET_RECRUITING,2026-02-28,2027-05-31,,OBSERVATIONAL,600,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05574439,Young Adults With Early-onset Obesity Treated With Semaglutide,RECRUITING,2022-06-01,2026-04-30,PHASE4,INTERVENTIONAL,180,"Obesity, Adolescent",Signe Torekov
semaglutide,NCT07041983,24-h Energy Expenditure and Anti-obesity Medication,NOT_YET_RECRUITING,2025-07-01,2026-12-01,,OBSERVATIONAL,30,Obesity,University of Pisa
semaglutide,NCT07188545,Using Secondary Data to Evaluate Sex-based Heterogeneity of GLP-1 Agonists and SGLT2 Inhibitors on Cardiovascular-Kidney-Metabolic Health (CKMH) Outcomes in Real-world Settings (DASH-CKMH),ACTIVE_NOT_RECRUITING,2025-09-15,2029-06-30,,OBSERVATIONAL,23280000,Cardiovascular Kidney Metabolic Syndrome,Ohio State University
semaglutide,NCT06263595,Semaglutide and Preoperative Residual Gastric Volumes,RECRUITING,2024-05-31,2025-07-31,,OBSERVATIONAL,90,Pulmonary Aspiration,University of Calgary
semaglutide,NCT04067999,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in Spain, as Part of Local Clinical Practice",COMPLETED,2019-08-05,2021-07-19,,OBSERVATIONAL,230,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06790160,Study of Patients Being Treated With Anti-obesity Medication,RECRUITING,2025-01-31,,,OBSERVATIONAL,100,Obesity and Overweight,Texas Tech University
semaglutide,NCT06475586,Effect of Semaglutide on the Psoriatic Lesions in Patients With Type 2 Diabetes Mellitus,COMPLETED,2023-05-03,2024-06-10,PHASE4,INTERVENTIONAL,30,Psoriasis Vulgaris; Diabetes Type 2,University of Banja Luka
semaglutide,NCT04174755,Semaglutide's Efficacy in Achieving Weight Loss for Those With HIV,RECRUITING,2022-06-22,,NA,INTERVENTIONAL,80,Obesity; HIV-1-infection,University College Dublin
semaglutide,NCT06118008,A Study of HS-20094 in T2DM Participants,COMPLETED,2023-05-31,2024-01-04,PHASE2,INTERVENTIONAL,54,Type 2 Diabetes,"Jiangsu Hansoh Pharmaceutical Co., Ltd."
semaglutide,NCT05220917,Comparative Effectiveness and Safety of Four Second Line Pharmacological Strategies in Type 2 Diabetes Study,ACTIVE_NOT_RECRUITING,2021-08-01,2026-07-01,,OBSERVATIONAL,781430,Cardiovascular Events; Type2 Diabetes; Renal Disease,Brigham and Women's Hospital
semaglutide,NCT06780449,A Research Study to Look Into the Long-term Effect on Weight Loss of CagriSema in People With Obesity,ACTIVE_NOT_RECRUITING,2025-02-10,2028-10-31,PHASE3,INTERVENTIONAL,400,Obesity,Novo Nordisk A/S
semaglutide,NCT05136287,"SEMAGLUTIDE VERSUS GLP-1 RECEPTOR AGONISTS. EFFECTIVENESS , SAFETY AND QUALITY OF LIFE IN PATIENTS WITH DIABETES MELLITUS 2. OBSERVATIONAL, PROSPECTIVE AND MULTICENTER STUDY. SEVERAL STUDY.",COMPLETED,2022-02-01,2024-01-01,,OBSERVATIONAL,140,"Weight Loss; Diabetes Mellitus, Type 2; Quality of Life; Safety Issues",Jose Seijas Amigo
semaglutide,NCT06655740,"Safety, Tolerability, and Effectiveness of Duodenal Mucosal RF Vapor Ablation for Insulin Elimination in Type-2 Diabetes",ACTIVE_NOT_RECRUITING,2024-10-01,2027-07-31,NA,INTERVENTIONAL,16,"Diabetes Mellitus, Type 2","Aqua Medical, Inc."
semaglutide,NCT04135287,Relationship Between Improvement in Insulin Secretion and Decrease in HbA1c in GLP-1 RA Therapy in T2DM Patients,UNKNOWN,2020-03-01,2023-07-15,PHASE4,INTERVENTIONAL,315,"Diabetes Mellitus, Type 2",Dasman Diabetes Institute
semaglutide,NCT05564104,A Research Study Looking at How a Single Dose of the Medicine Cagrilintide Works in Participants With Reduced Liver Function and in Healthy Participants With Normal Liver Function and How Cagrilintide is Absorbed and Used by the Body,COMPLETED,2023-04-05,2024-12-19,PHASE1,INTERVENTIONAL,32,Hepatic Impairment; Healthy Volunteers,Novo Nordisk A/S
semaglutide,NCT06215196,Effectiveness and Safety of Semaglutide Combined With Dietary Fiber (Soloways) in Adults With Overweight or Obesity,COMPLETED,2023-04-14,2023-08-20,NA,INTERVENTIONAL,81,Overweight and Obesity,S.LAB (SOLOWAYS)
semaglutide,NCT07017270,Glucagon-like-peptide-1 Receptor Agonists in Patients Receiving Maintenance Dialysis,NOT_YET_RECRUITING,,,PHASE4,INTERVENTIONAL,100,"Kidney Disease, Chronic; Diabetes; Dialysis; End Stage Kidney Disease (ESRD)",Unity Health Toronto
semaglutide,NCT05078255,The Separate and Combined Effects of Long-term GIP and GLP-1 Receptor Activation in Patients with Type 2 Diabetes,COMPLETED,2022-01-27,2025-01-24,NA,INTERVENTIONAL,61,Type 2 Diabetes; Obesity,"Asger Lund, MD"
semaglutide,NCT07194317,A Feasibility Study to Determine the Most Appropriate Digital Dietary Assessment Tool in Patients With Obesity Initiating GLP-1 Receptor Agonist Treatment,ENROLLING_BY_INVITATION,2025-09-01,2026-04-01,NA,INTERVENTIONAL,50,Obese Patients,King's College London
semaglutide,NCT06577090,Study to Evaluate the Effect on Obesity of QW Nimacimab and QW Nimacimab Co-administered With Semaglutide vs Placebo,ACTIVE_NOT_RECRUITING,2024-08-22,2027-02-28,PHASE2,INTERVENTIONAL,136,Obesity,"Skye Bioscience, Inc."
semaglutide,NCT04537624,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Switzerland, as Part of Local Clinical Practice",COMPLETED,2020-08-24,2023-05-31,,OBSERVATIONAL,194,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT04189848,Comparison of Injection Site Pain Experience for Semaglutide and Dulaglutide sc,COMPLETED,2019-12-03,2020-02-27,PHASE4,INTERVENTIONAL,104,"Healthy Volunteers; Diabetes Mellitus, Type 2; Overweight; Obesity",Novo Nordisk A/S
semaglutide,NCT06974825,A Study of BGM0504 in Chinese Patients With Type 2 Diabetes,COMPLETED,2023-08-30,2024-08-13,PHASE2,INTERVENTIONAL,67,Type 2 Diabetes,"BrightGene Bio-Medical Technology Co., Ltd."
semaglutide,NCT05813925,A Research Study to See How Well CagriSema Helps People in East Asia With Excess Body Weight Lose Weight,COMPLETED,2023-04-03,2025-03-07,PHASE3,INTERVENTIONAL,331,Obesity or Overweight,Novo Nordisk A/S
